10368	./N/5N_S42_L001_R1_001.fastq.gz
10764	./N/5N_S42_L001_R2_001.fastq.gz
7892	./N/6BOIN_S32_L001_R1_001.fastq.gz
7532	./N/6BOIN_S32_L001_R2_001.fastq.gz
19580	./N/6N_S43_L001_R1_001.fastq.gz
18288	./N/6N_S43_L001_R2_001.fastq.gz
13340	./R/01R_S1_L001_R1_001.fastq.gz
11984	./R/01R_S1_L001_R2_001.fastq.gz
5764	./R/02R_S2_L001_R1_001.fastq.gz
5256	./R/02R_S2_L001_R2_001.fastq.gz
9800	./R/05R_S3_L001_R1_001.fastq.gz
8932	./R/05R_S3_L001_R2_001.fastq.gz
9488	./R/06R_S4_L001_R1_001.fastq.gz
8440	./R/06R_S4_L001_R2_001.fastq.gz
18232	./R/11BOMR_S63_L001_R1_001.fastq.gz
18712	./R/11BOMR_S63_L001_R2_001.fastq.gz
12016	./R/12BOMR_S64_L001_R1_001.fastq.gz
11684	./R/12BOMR_S64_L001_R2_001.fastq.gz
5180	./R/13BOMR_S65_L001_R1_001.fastq.gz
5356	./R/13BOMR_S65_L001_R2_001.fastq.gz
6320	./R/15R_S17_L001_R1_001.fastq.gz
5824	./R/15R_S17_L001_R2_001.fastq.gz
4536	./R/16R_S18_L001_R1_001.fastq.gz
4528	./R/16R_S18_L001_R2_001.fastq.gz
74596	./R/17DEMR_S49_L001_R1_001.fastq.gz
67808	./R/17DEMR_S49_L001_R2_001.fastq.gz
19700	./R/18DEMR_S50_L001_R1_001.fastq.gz
20196	./R/18DEMR_S50_L001_R2_001.fastq.gz
8208	./R/1R_S13_L001_R1_001.fastq.gz
8532	./R/1R_S13_L001_R2_001.fastq.gz
27636	./R/21DEMR_S51_L001_R1_001.fastq.gz
26872	./R/21DEMR_S51_L001_R2_001.fastq.gz
150040	./R/22DEMR_S52_L001_R1_001.fastq.gz
157480	./R/22DEMR_S52_L001_R2_001.fastq.gz
36992	./R/23R_S37_L001_R1_001.fastq.gz
35980	./R/23R_S37_L001_R2_001.fastq.gz
9076	./R/2R_S14_L001_R1_001.fastq.gz
8744	./R/2R_S14_L001_R2_001.fastq.gz
2500	./R/35R_S25_L001_R1_001.fastq.gz
2512	./R/35R_S25_L001_R2_001.fastq.gz
6348	./R/36R_S26_L001_R1_001.fastq.gz
7056	./R/36R_S26_L001_R2_001.fastq.gz
9968	./R/3BOIR_S45_L001_R1_001.fastq.gz
9780	./R/3BOIR_S45_L001_R2_001.fastq.gz
9416	./R/3BOMR_S61_L001_R1_001.fastq.gz
9616	./R/3BOMR_S61_L001_R2_001.fastq.gz
17548	./R/4BOIR_S46_L001_R1_001.fastq.gz
17568	./R/4BOIR_S46_L001_R2_001.fastq.gz
11528	./R/4BOMR_S62_L001_R1_001.fastq.gz
11160	./R/4BOMR_S62_L001_R2_001.fastq.gz
7732	./R/5BOIR_S47_L001_R1_001.fastq.gz
8008	./R/5BOIR_S47_L001_R2_001.fastq.gz
5852	./R/5R_S15_L001_R1_001.fastq.gz
6052	./R/5R_S15_L001_R2_001.fastq.gz
33404	./R/6BOIR_S48_L001_R1_001.fastq.gz
33008	./R/6BOIR_S48_L001_R2_001.fastq.gz
6812	./R/6R_S16_L001_R1_001.fastq.gz
6264	./R/6R_S16_L001_R2_001.fastq.gz
